country,year,gdp_growth,growth_change,gdp_rolling_avg,cumulative_growth,growth_category
MDG,2008,6.712633,,6.712633,6.712633,High Growth
MDG,2009,-3.978709,-10.691342,1.3669620000000002,2.7339240000000005,Negative Growth
MDG,2013,2.300376,6.279085,1.6781,5.0343,Moderate Growth
MDG,2014,3.339203,1.038827,0.5536233333333334,8.373503,Moderate Growth
MDV,2004,5.924893,,5.924893,5.924893,Moderate Growth
MDV,2008,8.976455,3.0515619999999997,7.450673999999999,14.901347999999999,High Growth
MDV,2009,-8.340699,-17.317154000000002,2.186883,6.560649,Negative Growth
MDV,2013,6.974962,15.315661,2.5369059999999997,13.535611,High Growth
MDV,2014,7.860686,0.8857240000000006,2.164983,21.396297,High Growth
MEA,2001,1.962755,,1.962755,1.962755,Low Growth
MEA,2003,4.699607,2.7368520000000003,3.331181,6.662362,Moderate Growth
MEA,2005,5.288409,0.5888019999999994,3.9835903333333333,11.950771,Moderate Growth
MEA,2008,4.376541,-0.9118680000000001,4.788185666666666,16.327312,Moderate Growth
MEX,1999,2.75503,,2.75503,2.75503,Moderate Growth
MEX,2004,3.565441,0.8104109999999998,3.1602354999999998,6.3204709999999995,Moderate Growth
MEX,2014,2.503764,-1.061677,2.9414116666666668,8.824235,Moderate Growth
MHL,2004,-0.408355,,-0.408355,-0.408355,Negative Growth
MHL,2014,-1.259584,-0.851229,-0.8339695,-1.667939,Negative Growth
MIC,2001,3.649649,,3.649649,3.649649,Moderate Growth
MIC,2003,5.942578,2.292929,4.796113500000001,9.592227000000001,Moderate Growth
MIC,2005,7.393874,1.4512960000000001,5.662033666666667,16.986101,High Growth
MKD,2002,1.493665,,1.493665,1.493665,Low Growth
MKD,2004,4.67409,3.1804249999999996,3.0838775,6.167755,Moderate Growth
MKD,2009,-0.358615,-5.032705,1.9363799999999998,5.809139999999999,Negative Growth
MKD,2015,3.855865,4.21448,2.72378,9.665005,Moderate Growth
MLI,2004,1.477325,,1.477325,1.477325,Low Growth
MLI,2008,3.638711,2.161386,2.5580179999999997,5.116035999999999,Moderate Growth
MLI,2009,5.454736,1.8160249999999998,3.5235906666666668,10.570772,Moderate Growth
MLI,2014,6.502639,1.0479030000000007,5.198695333333333,17.073411,High Growth
MLT,2004,0.407354,,0.407354,0.407354,Low Growth
MLT,2014,7.631364,7.22401,4.019359,8.038718,High Growth
MMR,1999,10.94513,,10.94513,10.94513,High Growth
MMR,2004,13.564662,2.6195319999999995,12.254896,24.509792,High Growth
MMR,2007,11.991435,-1.573227000000001,12.167075666666667,36.501227,High Growth
MMR,2011,5.591482,-6.399952999999999,10.382526333333333,42.092709,Moderate Growth
MMR,2020,-9.048347,-14.639828999999999,2.8448566666666664,33.044362,Negative Growth
MNA,2001,2.836137,,2.836137,2.836137,Moderate Growth
MNA,2003,2.80148,-0.034656999999999716,2.8188085000000003,5.6376170000000005,Moderate Growth
MNA,2005,4.950825,2.149345,3.5294806666666667,10.588442,Moderate Growth
MNA,2008,3.463284,-1.4875410000000002,3.738529666666667,14.051726,Moderate Growth
MNE,1999,-9.399998,,-9.399998,-9.399998,Negative Growth
MNE,2007,7.13755,16.537548,-1.131224,-2.262448,High Growth
MNE,2011,3.409788,-3.7277620000000002,0.3824466666666666,1.1473399999999998,Moderate Growth
MNE,2014,2.370309,-1.0394789999999996,4.305882333333334,3.517649,Moderate Growth
MNE,2020,-14.992619,-17.362928,-3.0708406666666668,-11.474969999999999,Negative Growth
MNG,1999,3.070369,,3.070369,3.070369,Moderate Growth
MNG,2011,17.290778,14.220409,10.1805735,20.361147,High Growth
MNG,2014,7.885225,-9.405553,9.415457333333334,28.246372,High Growth
MNG,2020,-4.557752,-12.442976999999999,6.872750333333333,23.68862,Negative Growth
MNP,2004,-3.077975,,-3.077975,-3.077975,Negative Growth
MNP,2009,-17.573222,-14.495247,-10.3255985,-20.651197,Negative Growth
MNP,2013,2.680965,20.254187,-5.990077333333333,-17.970232,Moderate Growth
MNP,2015,3.383459,0.7024940000000002,-3.8362659999999997,-14.586772999999999,Moderate Growth
MOZ,1999,11.816987,,11.816987,11.816987,High Growth
MOZ,2007,7.649354,-4.1676329999999995,9.7331705,19.466341,High Growth
MOZ,2011,7.134058,-0.5152960000000002,8.866799666666667,26.600399,High Growth
MOZ,2020,-1.219523,-8.353581,4.521296333333333,25.380875999999997,Negative Growth
MRT,2004,4.732758,,4.732758,4.732758,Moderate Growth
MRT,2014,4.274823,-0.457935,4.503790499999999,9.007580999999998,Moderate Growth
MUS,1999,2.610932,,2.610932,2.610932,Moderate Growth
MUS,2004,4.33002,1.7190880000000002,3.470476,6.940952,Moderate Growth
MUS,2014,3.82697,-0.50305,3.5893073333333336,10.767922,Moderate Growth
MWI,2008,7.639736,,7.639736,7.639736,High Growth
MWI,2009,8.32811,0.6883740000000005,7.983923000000001,15.967846000000002,High Growth
MWI,2013,5.41035,-2.9177600000000004,7.126065333333333,21.378196,Moderate Growth
MWI,2014,5.62527,0.21492000000000022,6.454576666666667,27.003466,Moderate Growth
MYS,2008,4.83177,,4.83177,4.83177,Moderate Growth
MYS,2009,-1.513529,-6.345299,1.6591204999999998,3.3182409999999996,Negative Growth
MYS,2013,4.693723,6.207252,2.670654666666666,8.011963999999999,Moderate Growth
MYS,2014,6.006722,1.3129989999999996,3.062305333333333,14.018685999999999,High Growth
NAC,2003,2.716686,,2.716686,2.716686,Moderate Growth
NAC,2005,3.461183,0.744497,3.0889345,6.177869,Moderate Growth
NAM,1999,3.369278,,3.369278,3.369278,Moderate Growth
NAM,2004,12.269548,8.90027,7.819413,15.638826,High Growth
NAM,2007,5.374044,-6.895504000000001,7.00429,21.01287,Moderate Growth
NAM,2009,0.295971,-5.078073,5.979854333333333,21.308841,Low Growth
NAM,2011,5.091338,4.795367000000001,3.5871176666666664,26.400179,Moderate Growth
NAM,2020,-8.101402,-13.19274,-0.9046976666666667,18.298777,Negative Growth
NCL,1999,0.900173,,0.900173,0.900173,Low Growth
NER,2002,4.918471,,4.918471,4.918471,Moderate Growth
NER,2004,0.363802,-4.5546690000000005,2.6411365,5.282273,Low Growth
NER,2007,3.142724,2.7789219999999997,2.808332333333334,8.424997000000001,Moderate Growth
NER,2009,1.962601,-1.1801229999999998,1.8230423333333334,10.387598,Low Growth
NER,2015,4.392649,2.4300479999999993,3.165991333333333,14.780247,Moderate Growth
NGA,2002,15.329156,,15.329156,15.329156,High Growth
NGA,2004,9.250558,-6.0785979999999995,12.289857,24.579714,High Growth
NGA,2007,6.59113,-2.659428,10.390281333333332,31.170844,High Growth
NGA,2009,8.036925,1.4457950000000004,7.959537666666667,39.207769,High Growth
NGA,2015,2.652693,-5.384232,5.760249333333333,41.860462,Moderate Growth
NIC,1999,7.03597,,7.03597,7.03597,High Growth
NIC,2002,0.753939,-6.282031,3.8949545,7.789909,Low Growth
NIC,2004,5.312171,4.558232,4.367360000000001,13.10208,Moderate Growth
NIC,2007,5.076352,-0.23581900000000022,3.714154,18.178432,Moderate Growth
NIC,2009,-3.292665,-8.369017,2.3652859999999998,14.885767,Negative Growth
NIC,2015,4.792268,8.084933,2.1919850000000003,19.678035,Moderate Growth
NLD,1999,5.043321,,5.043321,5.043321,Moderate Growth
NLD,2004,2.01631,-3.027011,3.5298154999999998,7.0596309999999995,Moderate Growth
NLD,2007,3.885306,1.868996,3.648312333333333,10.944937,Moderate Growth
NLD,2009,-3.66529,-7.5505960000000005,0.7454419999999998,7.279646999999999,Negative Growth
NLD,2011,1.773345,5.438635,0.6644536666666666,9.052992,Low Growth
NLD,2015,2.120605,0.3472599999999999,0.07621999999999989,11.173597,Moderate Growth
NLD,2020,-3.867953,-5.988557999999999,0.008665666666666608,7.305643999999999,Negative Growth
NOR,2002,1.377557,,1.377557,1.377557,Low Growth
NOR,2004,4.014588,2.637031,2.6960724999999996,5.392144999999999,Moderate Growth
NOR,2009,-1.940365,-5.954953,1.1505933333333331,3.4517799999999994,Negative Growth
NOR,2013,1.016191,2.956556,1.0301379999999998,4.4679709999999995,Low Growth
NOR,2015,1.85734,0.8411489999999999,0.31105533333333324,6.325310999999999,Low Growth
NPL,1999,4.412573,,4.412573,4.412573,Moderate Growth
NPL,2004,4.682603,0.2700300000000002,4.547588,9.095176,Moderate Growth
NPL,2007,3.41156,-1.2710430000000001,4.168912,12.506736,Moderate Growth
NPL,2009,4.533079,1.1215189999999997,4.209080666666667,17.039815,Moderate Growth
NPL,2011,3.421809,-1.1112699999999998,3.788816,20.461624,Moderate Growth
NPL,2015,3.976053,0.5542439999999997,3.9769803333333336,24.437677,Moderate Growth
NPL,2020,-2.369621,-6.345674,1.6760803333333332,22.068056000000002,Negative Growth
NRU,1999,-6.56821,,-6.56821,-6.56821,Negative Growth
NRU,2004,-4.314827,2.2533829999999995,-5.4415185,-10.883037,Negative Growth
NRU,2007,-22.077922,-17.763095,-10.986986333333334,-32.960959,Negative Growth
NRU,2009,-5.555556,16.522366,-10.649435,-38.516515000000005,Negative Growth
NRU,2011,14.705882,20.261438000000002,-4.309198666666668,-23.810633000000003,High Growth
NRU,2020,1.574803,-13.131079000000001,3.5750429999999986,-22.235830000000004,Low Growth
NZL,1999,5.377729,,5.377729,5.377729,Moderate Growth
NZL,2002,4.713478,-0.6642510000000001,5.0456035,10.091207,Moderate Growth
NZL,2004,4.087965,-0.6255130000000007,4.726390666666667,14.179172000000001,Moderate Growth
NZL,2007,3.056416,-1.0315489999999996,3.9526196666666666,17.235588,Moderate Growth
NZL,2009,-0.037466,-3.093882,2.3689716666666665,17.198122,Negative Growth
NZL,2015,3.690369,3.727835,2.2364396666666666,20.888491000000002,Moderate Growth
OED,2003,2.044334,,2.044334,2.044334,Moderate Growth
OED,2005,2.844769,0.8004349999999998,2.4445515,4.889103,Moderate Growth
OMN,2002,-0.784166,,-0.784166,-0.784166,Negative Growth
OMN,2008,8.950059,9.734225,4.082946499999999,8.165892999999999,High Growth
OMN,2009,5.981967,-2.9680919999999995,4.715953333333332,14.147859999999998,Moderate Growth
OMN,2013,5.227704,-0.7542629999999999,6.71991,19.375563999999997,Moderate Growth
OMN,2015,5.017058,-0.21064600000000056,5.408909666666666,24.392622,Moderate Growth
OSS,2005,4.604152,,4.604152,4.604152,Moderate Growth
PAK,2002,2.594817,,2.594817,2.594817,Moderate Growth
PAK,2008,2.120441,-0.4743759999999999,2.357629,4.715258,Moderate Growth
PAK,2013,4.366865,2.2464239999999998,3.027374333333333,9.082123,Moderate Growth
PAK,2015,4.217942,-0.14892299999999992,3.5684159999999996,13.300065,Moderate Growth
PAN,2002,2.508844,,2.508844,2.508844,Moderate Growth
PAN,2008,10.197433,7.688589,6.3531385,12.706277,High Growth
PAN,2013,6.324354,-3.8730790000000006,6.343543666666666,19.030631,High Growth
PER,2008,9.126568,,9.126568,9.126568,High Growth
PER,2013,5.852518,-3.274050000000001,7.489543,14.979086,Moderate Growth
PHL,2008,4.344487,,4.344487,4.344487,Moderate Growth
PHL,2013,6.750531,2.4060439999999996,5.547509,11.095018,High Growth
PHL,2017,6.930988,0.18045700000000053,6.008668666666666,18.026006,High Growth
PLW,2002,4.714978,,4.714978,4.714978,Moderate Growth
PLW,2008,-5.194905,-9.909883,-0.2399635,-0.479927,Negative Growth
PLW,2013,-2.552281,2.6426240000000005,-1.0107359999999999,-3.032208,Negative Growth
PNG,2002,-0.158901,,-0.158901,-0.158901,Negative Growth
PNG,2008,-0.296458,-0.137557,-0.22767949999999998,-0.45535899999999996,Negative Growth
PNG,2013,3.824946,4.121404,1.1231956666666667,3.369587,Moderate Growth
POL,2008,4.383771,,4.383771,4.383771,Moderate Growth
POL,2013,0.684241,-3.69953,2.534006,5.068012,Low Growth
POL,2017,5.152458,4.468217,3.4068233333333335,10.22047,Moderate Growth
PRE,2005,5.969885,,5.969885,5.969885,Moderate Growth
PRI,2008,-1.844134,,-1.844134,-1.844134,Negative Growth
PRI,2017,-2.885218,-1.0410840000000001,-2.3646760000000002,-4.7293520000000004,Negative Growth
PRT,2008,0.319247,,0.319247,0.319247,Low Growth
PRT,2017,3.31472,2.995473,1.8169834999999999,3.6339669999999997,Moderate Growth
PRY,2002,-0.021404,,-0.021404,-0.021404,Negative Growth
PRY,2008,6.496292,6.517696000000001,3.237444,6.474888,High Growth
PRY,2013,8.293076,1.7967839999999988,4.922654666666666,14.767964,High Growth
PSE,1999,8.280591,,8.280591,8.280591,High Growth
PSE,2000,-8.555573,-16.836164,-0.1374910000000007,-0.2749820000000014,Negative Growth
PSE,2001,-9.311081,-0.755507999999999,-3.195354333333334,-9.586063000000001,Negative Growth
PSE,2005,11.290651,20.601732,-2.192001,1.7045879999999993,High Growth
PSE,2006,-0.996556,-12.287207,0.3276713333333336,0.7080319999999993,Negative Growth
PSE,2007,3.788282,4.784838000000001,4.694125666666667,4.496314,Moderate Growth
PSE,2008,7.429182,3.6409,3.406969333333333,11.925495999999999,High Growth
PSE,2011,9.600808,2.1716260000000007,6.939424,21.526304,High Growth
PSE,2012,6.096457,-3.5043510000000007,7.708815666666667,27.622761,High Growth
PSE,2014,-0.157867,-6.254324,5.179799333333333,27.464894,Negative Growth
PSE,2017,1.419368,1.577235,2.452652666666667,28.884262,Low Growth
PSE,2018,1.227077,-0.192291,0.829526,30.111339,Low Growth
PSS,2005,2.426682,,2.426682,2.426682,Moderate Growth
PST,2005,2.791486,,2.791486,2.791486,Moderate Growth
PYF,2010,-2.466064,,-2.466064,-2.466064,Negative Growth
PYF,2018,1.806875,4.272939,-0.3295944999999999,-0.6591889999999998,Low Growth
PYF,2023,2.772841,0.9659660000000001,0.7045506666666667,2.113652,Moderate Growth
QAT,2008,17.663556,,17.663556,17.663556,High Growth
QAT,2017,-1.497562,-19.161118,8.082997,16.165994,Negative Growth
ROU,2017,8.195478,,8.195478,8.195478,High Growth
RUS,2017,1.82579,,1.82579,1.82579,Low Growth
RWA,2017,3.918171,,3.918171,3.918171,Moderate Growth
SAS,2005,7.644492,,7.644492,7.644492,High Growth
SAU,2017,1.182107,,1.182107,1.182107,Low Growth
SDN,1999,3.104096,,3.104096,3.104096,Moderate Growth
SDN,2011,-3.213532,-6.317628,-0.05471799999999982,-0.10943599999999964,Negative Growth
SDN,2016,3.467642,6.681174,1.1194020000000002,3.3582060000000005,Moderate Growth
SGP,2013,4.817631,,4.817631,4.817631,Moderate Growth
SLB,1999,-0.485731,,-0.485731,-0.485731,Negative Growth
SLB,2013,5.237447,5.723178000000001,2.375858,4.751716,Moderate Growth
SLE,2013,14.663324,,14.663324,14.663324,High Growth
SLV,2018,2.412444,,2.412444,2.412444,Moderate Growth
SMR,2017,0.258265,,0.258265,0.258265,Low Growth
SOM,1999,7.318296,,7.318296,7.318296,High Growth
SOM,2013,10.959299,3.6410029999999995,9.138797499999999,18.277594999999998,High Growth
SSD,2011,-4.640317,,-4.640317,-4.640317,Negative Growth
SSD,2013,13.129731,17.770048,4.244707,8.489414,High Growth
SST,2005,4.432519,,4.432519,4.432519,Moderate Growth
STP,2017,4.11298,,4.11298,4.11298,Moderate Growth
SUR,1999,-1.4,,-1.4,-1.4,Negative Growth
SUR,2011,5.849368,7.2493680000000005,2.224684,4.449368,Moderate Growth
SUR,2016,-4.911661,-10.761029,-0.1540976666666666,-0.46229299999999984,Negative Growth
SVK,2013,0.703324,,0.703324,0.703324,Low Growth
SVN,2013,-0.823776,,-0.823776,-0.823776,Negative Growth
SWE,1999,4.201119,,4.201119,4.201119,Moderate Growth
SWE,2011,3.163886,-1.037233,3.6825025,7.365005,Moderate Growth
SWE,2016,2.131179,-1.0327070000000003,3.1653946666666664,9.496184,Moderate Growth
SWZ,2018,0.065396,,0.065396,0.065396,Low Growth
SXM,2013,1.306731,,1.306731,1.306731,Low Growth
SYC,2013,1.253735,,1.253735,1.253735,Low Growth
SYR,1999,-3.55345,,-3.55345,-3.55345,Negative Growth
SYR,2011,2.850003,6.403453000000001,-0.3517235000000001,-0.7034470000000002,Moderate Growth
SYR,2016,-6.405591,-9.255594,-2.3696793333333335,-7.109038,Negative Growth
TCA,2011,4.620499,,4.620499,4.620499,Moderate Growth
TCA,2016,7.251186,2.630687,5.9358425,11.871685,High Growth
TCA,2019,4.981705,-2.269481,5.617796666666666,16.853389999999997,Moderate Growth
TCD,2003,14.721667,,14.721667,14.721667,High Growth
TCD,2007,4.200174,-10.521493,9.4609205,18.921841,Moderate Growth
TCD,2008,3.08119,-1.1189839999999998,7.334343666666666,22.003031,Moderate Growth
TCD,2009,-1.408283,-4.489473,1.9576936666666664,20.594748,Negative Growth
TCD,2019,5.382822,6.791105,2.351909666666667,25.97757,Moderate Growth
TCD,2020,-0.393647,-5.776469,1.1936306666666667,25.583923,Negative Growth
TEA,1994,10.948006,,10.948006,10.948006,High Growth
TEA,2002,8.154697,-2.793308999999999,9.551351499999999,19.102702999999998,High Growth
TEA,2004,9.148703,0.9940059999999988,9.417135333333333,28.251406,High Growth
TEA,2005,10.048953,0.9002499999999998,9.117451,38.300359,High Growth
TEA,2006,11.069775,1.0208220000000008,10.089143666666667,49.370134,High Growth
TEA,2008,8.648361,-2.4214140000000004,9.922362999999999,58.018495,High Growth
TEA,2010,9.897533,1.2491719999999997,9.871889666666666,67.916028,High Growth
TEA,2012,7.57909,-2.3184429999999994,8.708328,75.49511799999999,High Growth
TEA,2013,7.31729,-0.26180000000000003,8.264637666666667,82.81240799999999,High Growth
TEA,2014,7.022989,-0.2943009999999999,7.306456333333333,89.835397,High Growth
TEC,2002,4.992527,,4.992527,4.992527,Moderate Growth
TEC,2004,7.874682,2.882155,6.4336044999999995,12.867208999999999,High Growth
TEC,2005,6.639319,-1.2353629999999995,6.5021759999999995,19.506528,High Growth
TEC,2008,4.486132,-2.153187000000001,6.333377666666667,23.99266,Moderate Growth
TEC,2010,4.689657,0.20352500000000084,5.271702666666667,28.682317,Moderate Growth
TEC,2014,2.271123,-2.4185340000000006,3.8156373333333335,30.95344,Moderate Growth
TEC,2015,1.426263,-0.8448599999999997,2.795681,32.379703,Low Growth
TEC,2019,2.816014,1.389751,2.171133333333333,35.195717,Moderate Growth
TGO,2011,5.823256,,5.823256,5.823256,Moderate Growth
TGO,2016,4.214904,-1.608352,5.01908,10.03816,Moderate Growth
TGO,2019,4.922833,0.707929,4.986997666666666,14.960992999999998,Moderate Growth
THA,2011,0.840132,,0.840132,0.840132,Low Growth
THA,2016,3.435158,2.595026,2.137645,4.27529,Moderate Growth
TJK,1999,3.699551,,3.699551,3.699551,Moderate Growth
TJK,2011,7.400001,3.7004499999999996,5.549776,11.099552,High Growth
TJK,2016,6.9,-0.5000009999999993,5.999850666666667,17.999552,High Growth
TKM,2011,14.7,,14.7,14.7,High Growth
TKM,2016,6.2,-8.5,10.45,20.9,High Growth
TKM,2019,6.3,0.09999999999999964,9.066666666666666,27.2,High Growth
TLA,2001,0.314256,,0.314256,0.314256,Low Growth
TLA,2003,2.274301,1.960045,1.2942784999999999,2.5885569999999998,Moderate Growth
TLA,2008,3.856318,1.582017,2.1482916666666667,6.444875,Moderate Growth
TLS,2011,5.958555,,5.958555,5.958555,Moderate Growth
TLS,2016,3.009934,-2.9486209999999997,4.4842445,8.968489,Moderate Growth
TMN,2001,2.917223,,2.917223,2.917223,Moderate Growth
TMN,2003,2.74559,-0.17163299999999992,2.8314065,5.662813,Moderate Growth
TMN,2005,4.911103,2.165513,3.5246386666666667,10.573916,Moderate Growth
TON,2011,6.703697,,6.703697,6.703697,High Growth
TON,2016,6.598704,-0.10499300000000034,6.6512005,13.302401,High Growth
TON,2019,-0.285209,-6.883913,4.339064,13.017192,Negative Growth
TTO,2011,-0.294354,,-0.294354,-0.294354,Negative Growth
TTO,2016,-7.536363,-7.2420089999999995,-3.9153585,-7.830717,Negative Growth
TTO,2019,0.467735,8.004097999999999,-2.454327333333333,-7.362982,Low Growth
TUN,2011,-2.046634,,-2.046634,-2.046634,Negative Growth
TUN,2016,1.117232,3.163866,-0.46470100000000003,-0.9294020000000001,Low Growth
TUN,2019,1.550093,0.43286099999999994,0.20689699999999997,0.6206909999999999,Low Growth
TUR,2011,10.979963,,10.979963,10.979963,High Growth
TUR,2016,3.323665,-7.656298,7.151814,14.303628,Moderate Growth
TUR,2019,1.301624,-2.022041,5.201750666666666,15.605252,Low Growth
TUV,2011,6.818182,,6.818182,6.818182,High Growth
TUV,2016,5.660377,-1.1578049999999998,6.2392795,12.478559,Moderate Growth
TUV,2019,13.822098,8.161721,8.766885666666667,26.300657,High Growth
TZA,1999,4.863864,,4.863864,4.863864,Moderate Growth
TZA,2011,7.672155,2.8082909999999996,6.2680095,12.536019,High Growth
TZA,2016,6.867116,-0.8050389999999998,6.467711666666666,19.403135,High Growth
UGA,2011,9.391655,,9.391655,9.391655,High Growth
UGA,2016,4.781,-4.610655,7.0863274999999994,14.172654999999999,Moderate Growth
UGA,2019,6.438745,1.6577450000000002,6.870466666666666,20.6114,High Growth
UKR,2011,5.445281,,5.445281,5.445281,Moderate Growth
UKR,2016,2.440982,-3.0042989999999996,3.9431315,7.886263,Moderate Growth
UKR,2017,2.359972,-0.08101000000000003,3.415411666666666,10.246234999999999,Moderate Growth
UKR,2018,3.488362,1.12839,2.7631053333333333,13.734596999999999,Moderate Growth
UKR,2019,3.199504,-0.28885799999999984,3.015946,16.934101,Moderate Growth
URY,2000,-1.929931,,-1.929931,-1.929931,Negative Growth
URY,2006,4.098577,6.0285079999999995,1.084323,2.168646,Moderate Growth
URY,2011,5.162133,1.0635560000000002,2.443593,7.330779,Moderate Growth
URY,2012,3.538179,-1.623954,4.266296333333333,10.868958,Moderate Growth
URY,2014,3.238791,-0.299388,3.9797010000000004,14.107749,Moderate Growth
URY,2017,1.740376,-1.498415,2.8391153333333334,15.848125,Low Growth
URY,2018,0.164778,-1.5755979999999998,1.7146483333333336,16.012902999999998,Low Growth
USA,2000,4.077586,,4.077586,4.077586,Moderate Growth
USA,2006,2.78454,-1.2930460000000004,3.431063,6.862126,Moderate Growth
USA,2011,1.564407,-1.2201329999999997,2.808844333333333,8.426533,Low Growth
USA,2012,2.289113,0.7247059999999999,2.2126866666666665,10.715646,Moderate Growth
USA,2014,2.52382,0.23470700000000022,2.1257800000000002,13.239466,Moderate Growth
USA,2017,2.457622,-0.06619799999999998,2.4235183333333334,15.697088,Moderate Growth
USA,2018,2.966505,0.508883,2.649315666666667,18.663593,Moderate Growth
UZB,1993,-2.3,,-2.3,-2.3,Negative Growth
UZB,1999,4.3,6.6,1.0,2.0,Moderate Growth
UZB,2000,3.835,-0.46499999999999986,1.945,5.835,Moderate Growth
UZB,2006,7.451418,3.6164180000000004,5.195472666666666,13.286418000000001,High Growth
UZB,2007,9.473005,2.0215870000000002,6.919807666666667,22.759423,High Growth
UZB,2011,7.52514,-1.9478650000000002,8.149854333333334,30.284563000000002,High Growth
UZB,2012,7.102445,-0.42269500000000004,8.03353,37.387008,High Growth
UZB,2014,6.873838,-0.22860700000000023,7.167141000000001,44.260846,High Growth
UZB,2017,4.395275,-2.4785630000000003,6.123852666666667,48.656121,Moderate Growth
UZB,2018,5.559196,1.1639210000000002,5.609436333333334,54.215317,Moderate Growth
VCT,1999,2.710311,,2.710311,2.710311,Moderate Growth
VCT,2011,-0.606277,-3.316588,1.052017,2.104034,Negative Growth
VCT,2016,4.149681,4.755958,2.0845716666666667,6.253715,Moderate Growth
VEN,1993,0.27541,,0.27541,0.27541,Low Growth
VEN,1999,-5.970458,-6.245868,-2.847524,-5.695048,Negative Growth
VEN,2000,3.686944,9.657402,-0.669368,-2.008104,Moderate Growth
VEN,2001,3.394236,-0.2927080000000002,0.37024066666666666,1.386132,Moderate Growth
VEN,2006,9.872149,6.477913000000001,5.651109666666667,11.258281,High Growth
VEN,2007,8.753579,-1.11857,7.339988000000001,20.01186,High Growth
VEN,2011,4.176425,-4.577154,7.600717666666667,24.188285,Moderate Growth
VEN,2012,5.625957,1.4495319999999996,6.185320333333333,29.814242,Moderate Growth
VEN,2014,-3.894386,-9.520343,1.9693319999999999,25.919856,Negative Growth
VEN,2017,-15.671409,-11.777023,-4.646612666666667,10.248446999999999,Negative Growth
VEN,2018,-19.655342,-3.9839330000000004,-13.073712333333333,-9.406895000000002,Negative Growth
VIR,2005,3.485309,,3.485309,3.485309,Moderate Growth
VIR,2006,3.504993,0.019683999999999813,3.495151,6.990302,Moderate Growth
VIR,2007,4.010594,0.5056010000000004,3.6669653333333336,11.000896000000001,Moderate Growth
VIR,2008,1.218625,-2.791969,2.9114039999999997,12.219521,Low Growth
VIR,2011,-8.204246,-9.422870999999999,-0.9916756666666666,4.015275000000001,Negative Growth
VIR,2012,-14.8125,-6.6082540000000005,-7.266040333333334,-10.797225,Negative Growth
VIR,2014,-1.77453,13.03797,-8.263758666666666,-12.571755,Negative Growth
VIR,2017,-0.735294,1.0392359999999998,-5.774107999999999,-13.307049,Negative Growth
VIR,2018,1.878307,2.613601,-0.2105056666666667,-11.428742,Low Growth
VNM,1993,8.072731,,8.072731,8.072731,High Growth
VNM,1999,4.773587,-3.299143999999999,6.423159,12.846318,Moderate Growth
VNM,2000,6.787316,2.0137289999999997,6.544544666666667,19.633634,High Growth
VNM,2001,6.192893,-0.5944229999999999,5.917932,25.826527,High Growth
VNM,2006,6.977955,0.7850619999999999,6.652721333333333,32.804482,High Growth
VNM,2007,7.129504,0.15154900000000016,6.766784,39.933986,High Growth
VNM,2008,5.661771,-1.467733,6.589743333333334,45.595757,Moderate Growth
VNM,2011,6.413169,0.751398,6.401481333333333,52.008925999999995,High Growth
VNM,2012,5.504545,-0.9086239999999997,5.859828333333333,57.513470999999996,Moderate Growth
VNM,2014,6.422243,0.9176979999999997,6.113319000000001,63.935714,High Growth
VNM,2017,6.94019,0.5179470000000004,6.288992666666668,70.87590399999999,High Growth
VNM,2018,7.465007,0.5248169999999996,6.942480000000001,78.340911,High Growth
VUT,1993,0.735448,,0.735448,0.735448,Low Growth
VUT,1999,0.337293,-0.398155,0.5363705,1.072741,Low Growth
VUT,2000,5.924809,5.587516,2.3325166666666663,6.9975499999999995,Moderate Growth
VUT,2001,-3.397582,-9.322391,0.9548399999999999,3.5999679999999996,Negative Growth
VUT,2006,8.460697,11.858279,3.662641333333333,12.060665,High Growth
VUT,2007,2.875892,-5.584804999999999,2.646335666666667,14.936557,Moderate Growth
VUT,2011,3.139803,0.26391100000000023,4.825464,18.07636,Moderate Growth
VUT,2012,1.010048,-2.1297550000000003,2.3419143333333334,19.086408,Low Growth
VUT,2014,2.57504,1.564992,2.241630333333333,21.661448,Moderate Growth
VUT,2017,4.412666,1.8376259999999998,2.665918,26.074114,Moderate Growth
VUT,2018,2.90023,-1.5124359999999997,3.2959786666666666,28.974344,Moderate Growth
WSM,2017,1.406282,,1.406282,1.406282,Low Growth
YEM,1993,4.001966,,4.001966,4.001966,Moderate Growth
YEM,1999,3.77553,-0.22643600000000053,3.888748,7.777496,Moderate Growth
YEM,2000,6.181916,2.4063860000000004,4.6531373333333335,13.959412,High Growth
YEM,2001,3.803646,-2.37827,4.587030666666667,17.763058,Moderate Growth
YEM,2005,5.591748,1.7881019999999999,5.192436666666667,23.354806,Moderate Growth
YEM,2006,3.170409,-2.421339,4.188600999999999,26.525215,Moderate Growth
YEM,2007,3.338428,0.16801900000000014,4.033528333333333,29.863643,Moderate Growth
YEM,2008,3.647569,0.3091409999999999,3.3854686666666667,33.511212,Moderate Growth
YEM,2011,-12.714897,-16.362466,-1.909633333333333,20.796315,Negative Growth
YEM,2012,2.39299,15.107887000000002,-2.224779333333333,23.189305,Moderate Growth
YEM,2014,-0.18869,-2.58168,-3.503532333333333,23.000615,Negative Growth
YEM,2017,-5.071796,-4.883106,-0.9558319999999997,17.928819,Negative Growth
YEM,2018,0.752448,5.824244,-1.502679333333333,18.681267,Low Growth
